 ,Area,Mean,Min,Max,X,Y
97,0.000,173,173,173,4.103,12.295
98,0.000,188,188,188,4.349,13.747
99,0.000,86,86,86,5.089,13.692
100,0.000,185,185,185,6.459,13.199
101,0.000,86,86,86,6.705,13.637
102,0.000,170,170,170,7.116,13.856
103,0.000,143,143,143,7.199,12.377
104,0.000,72,72,72,8.267,13.171
105,0.000,204,204,204,6.788,12.075
106,0.000,181,181,181,6.842,11.664
107,0.000,158,158,158,7.555,9.856
108,0.000,192,192,192,7.390,10.021
109,0.000,188,188,188,7.199,10.404
110,0.000,185,185,185,7.527,10.760
111,0.000,181,181,181,7.829,10.870
112,0.000,158,158,158,8.103,10.842
113,0.000,181,181,181,8.432,10.733
114,0.000,181,181,181,8.596,10.596
115,0.000,215,215,215,8.623,10.349
116,0.000,181,181,181,8.486,10.048
117,0.000,136,136,136,8.432,8.952
118,0.000,235,235,235,6.212,9.062
119,0.000,140,140,140,6.514,8.870
120,0.000,208,208,208,5.171,8.459
121,0.000,188,188,188,4.842,7.966
122,0.000,177,177,177,7.555,8.158
123,0.000,155,155,155,7.582,7.884
124,0.000,143,143,143,7.774,7.582
125,0.000,192,192,192,7.007,7.089
126,0.000,147,147,147,6.623,6.870
127,0.000,204,204,204,6.185,6.705
128,0.000,192,192,192,6.897,6.541
129,0.000,200,200,200,7.281,6.514
130,0.000,192,192,192,7.610,6.596
131,0.000,147,147,147,7.884,6.295
132,0.000,121,121,121,7.226,5.390
133,0.000,143,143,143,7.116,4.925
134,0.000,155,155,155,6.842,3.555
135,0.000,173,173,173,6.212,3.363
136,0.000,192,192,192,6.103,3.144
137,0.000,86,86,86,5.856,2.788
138,0.000,235,235,235,5.500,3.116
139,0.000,185,185,185,5.171,3.007
140,0.000,173,173,173,4.815,3.171
141,0.000,212,212,212,4.842,2.103
142,0.000,173,173,173,4.678,1.226
143,0.000,196,196,196,4.733,0.788
144,0.000,177,177,177,5.555,1.171
145,0.000,212,212,212,5.856,1.418
146,0.000,212,212,212,6.130,1.637
147,0.000,100,100,100,6.979,0.404
148,0.000,208,208,208,6.541,0.075
149,0.000,143,143,143,7.555,0.651
150,0.000,219,219,219,7.829,0.815
151,0.000,192,192,192,8.103,1.034
152,0.000,151,151,151,8.295,1.199
153,0.000,212,212,212,8.623,1.390
154,0.000,177,177,177,8.925,1.610
155,0.000,196,196,196,9.144,1.664
156,0.000,181,181,181,9.527,1.555
157,0.000,208,208,208,9.856,1.610
158,0.000,200,200,200,9.500,1.144
159,0.000,212,212,212,9.527,0.760
160,0.000,192,192,192,9.582,0.486
161,0.000,208,208,208,9.637,0.185
162,0.000,173,173,173,8.486,0.130
163,0.000,185,185,185,10.514,0.651
164,0.000,235,235,235,10.733,1.007
165,0.000,235,235,235,10.349,1.281
166,0.000,121,121,121,11.938,1.199
167,0.000,173,173,173,12.596,0.459
168,0.000,196,196,196,13.938,0.815
169,0.000,181,181,181,13.911,0.322
170,0.000,173,173,173,15.308,0.404
171,0.000,235,235,235,15.801,0.404
172,0.000,114,114,114,16.212,0.651
173,0.000,192,192,192,16.240,0.870
174,0.000,196,196,196,16.541,0.678
175,0.000,200,200,200,16.788,0.760
176,0.000,192,192,192,16.925,0.952
177,0.000,243,243,243,17.089,1.034
178,0.000,200,200,200,17.527,0.952
179,0.000,185,185,185,17.582,1.610
180,0.000,103,103,103,17.774,2.267
181,0.000,147,147,147,18.075,1.582
182,0.000,151,151,151,20.103,0.295
183,0.000,147,147,147,20.103,2.212
184,0.000,200,200,200,19.089,2.103
185,0.000,177,177,177,19.308,2.404
186,0.000,173,173,173,19.719,2.623
187,0.000,196,196,196,19.911,2.952
188,0.000,140,140,140,19.884,3.363
189,0.000,223,223,223,20.870,3.199
190,0.000,212,212,212,20.596,3.253
191,0.000,204,204,204,20.267,3.308
192,0.000,143,143,143,20.952,4.130
193,0.000,181,181,181,20.212,4.541
194,0.000,208,208,208,20.021,4.952
195,0.000,181,181,181,20.075,5.226
196,0.000,188,188,188,20.267,5.308
197,0.000,181,181,181,20.596,5.473
198,0.000,58,58,58,20.979,5.363
199,0.000,173,173,173,19.226,3.473
200,0.000,166,166,166,18.541,3.801
201,0.000,204,204,204,17.664,3.527
202,0.000,219,219,219,17.199,4.021
203,0.000,166,166,166,16.925,4.075
204,0.000,100,100,100,14.897,1.993
205,0.000,181,181,181,15.171,2.404
206,0.000,75,75,75,15.500,2.815
207,0.000,75,75,75,15.445,3.171
208,0.000,132,132,132,15.199,2.979
209,0.000,129,129,129,15.034,3.281
210,0.000,204,204,204,14.979,3.801
211,0.000,181,181,181,15.034,4.295
212,0.000,166,166,166,15.007,4.623
213,0.000,166,166,166,15.089,5.062
214,0.000,121,121,121,15.500,4.322
215,0.000,96,96,96,16.048,4.404
216,0.000,89,89,89,16.486,4.075
217,0.000,68,68,68,16.158,3.829
218,0.000,231,231,231,15.719,3.527
219,0.000,41,41,41,18.295,5.390
220,0.000,107,107,107,17.747,5.527
221,0.000,125,125,125,17.418,6.596
222,0.000,107,107,107,16.514,6.486
223,0.000,158,158,158,15.993,5.390
224,0.000,200,200,200,16.432,5.884
225,0.000,204,204,204,16.733,7.116
226,0.000,170,170,170,16.979,7.418
227,0.000,170,170,170,16.979,7.884
228,0.000,155,155,155,16.842,8.103
229,0.000,100,100,100,17.281,8.678
230,0.000,204,204,204,17.582,8.295
231,0.000,158,158,158,17.911,7.966
232,0.000,185,185,185,17.966,7.500
233,0.000,136,136,136,17.801,7.199
234,0.000,114,114,114,19.747,8.185
235,0.000,151,151,151,20.048,8.185
236,0.000,212,212,212,20.541,8.377
237,0.000,170,170,170,19.500,8.870
238,0.000,114,114,114,17.336,9.692
239,0.000,107,107,107,17.116,10.568
240,0.000,151,151,151,16.760,10.760
241,0.000,170,170,170,16.733,11.171
242,0.000,100,100,100,16.733,12.158
243,0.000,129,129,129,16.678,12.705
244,0.000,140,140,140,16.760,13.144
245,0.000,79,79,79,17.007,12.733
246,0.000,114,114,114,17.336,12.651
247,0.000,75,75,75,17.856,11.171
248,0.000,89,89,89,17.664,11.527
249,0.000,177,177,177,17.938,11.856
250,0.000,96,96,96,18.021,12.705
251,0.000,140,140,140,18.295,12.678
252,0.000,151,151,151,17.938,13.637
253,0.000,166,166,166,18.240,13.418
254,0.000,177,177,177,19.199,13.582
255,0.000,155,155,155,19.801,12.158
256,0.000,185,185,185,19.034,11.116
257,0.000,215,215,215,19.226,12.349
258,0.000,192,192,192,18.705,12.377
259,0.000,158,158,158,18.486,12.377
260,0.000,162,162,162,18.788,12.075
261,0.000,200,200,200,18.678,11.966
262,0.000,188,188,188,16.240,13.637
263,0.000,185,185,185,16.295,13.363
264,0.000,215,215,215,15.829,13.582
265,0.000,212,212,212,15.747,13.884
266,0.000,200,200,200,14.651,13.199
267,0.000,192,192,192,14.267,12.979
268,0.000,166,166,166,12.541,13.500
269,0.000,196,196,196,12.404,13.308
270,0.000,125,125,125,12.240,13.089
271,0.000,208,208,208,11.966,12.979
272,0.000,173,173,173,11.801,13.801
273,0.000,177,177,177,11.610,13.281
274,0.000,132,132,132,11.473,12.952
275,0.000,121,121,121,11.527,12.815
276,0.000,143,143,143,11.363,12.322
277,0.000,96,96,96,10.514,13.144
278,0.000,185,185,185,9.034,13.856
279,0.000,204,204,204,9.089,13.664
280,0.000,196,196,196,9.116,13.418
281,0.000,158,158,158,9.171,13.199
282,0.000,75,75,75,9.253,12.815
283,0.000,121,121,121,9.473,12.514
284,0.000,162,162,162,9.719,12.349
285,0.000,143,143,143,10.021,12.267
286,0.000,143,143,143,10.158,12.130
287,0.000,151,151,151,10.514,11.993
288,0.000,61,61,61,10.815,11.884
289,0.000,111,111,111,11.527,11.473
290,0.000,129,129,129,12.075,9.993
291,0.000,170,170,170,14.021,12.158
292,0.000,188,188,188,14.048,11.774
293,0.000,177,177,177,14.897,11.637
294,0.000,166,166,166,15.226,11.418
295,0.000,173,173,173,14.021,10.815
296,0.000,177,177,177,13.747,10.760
297,0.000,129,129,129,14.486,10.048
298,0.000,118,118,118,14.925,9.637
299,0.000,196,196,196,14.486,9.500
300,0.000,204,204,204,14.568,9.308
301,0.000,192,192,192,14.651,9.171
302,0.000,162,162,162,14.842,9.199
303,0.000,181,181,181,14.979,9.363
304,0.000,155,155,155,15.719,10.158
305,0.000,147,147,147,16.267,10.185
306,0.000,181,181,181,15.418,8.760
307,0.000,196,196,196,14.678,8.596
308,0.000,215,215,215,14.295,8.815
309,0.000,196,196,196,13.226,9.144
310,0.000,188,188,188,12.048,9.336
311,0.000,200,200,200,11.199,9.500
312,0.000,147,147,147,9.664,9.637
313,0.000,196,196,196,9.199,9.308
314,0.000,158,158,158,10.075,9.144
315,0.000,86,86,86,9.829,8.651
316,0.000,204,204,204,10.404,8.596
317,0.000,118,118,118,11.336,7.610
318,0.000,136,136,136,11.692,7.856
319,0.000,140,140,140,12.185,7.500
320,0.000,173,173,173,13.062,6.322
321,0.000,204,204,204,12.322,5.774
322,0.000,219,219,219,12.952,6.678
323,0.000,188,188,188,14.075,6.048
324,0.000,140,140,140,13.336,4.130
325,0.000,200,200,200,13.884,3.938
326,0.000,215,215,215,12.788,3.527
327,0.000,219,219,219,13.171,3.336
328,0.000,208,208,208,12.432,3.253
329,0.000,173,173,173,12.733,2.514
330,0.000,200,200,200,12.377,1.993
331,0.000,155,155,155,11.911,2.897
332,0.000,155,155,155,11.692,2.651
333,0.000,166,166,166,11.610,2.486
334,0.000,143,143,143,11.527,2.432
335,0.000,48,48,48,11.171,2.623
336,0.000,162,162,162,11.171,3.144
337,0.000,170,170,170,11.473,3.445
338,0.000,173,173,173,11.281,4.349
339,0.000,192,192,192,11.281,4.705
340,0.000,173,173,173,11.116,5.007
341,0.000,188,188,188,11.308,5.582
342,0.000,121,121,121,10.185,6.048
343,0.000,143,143,143,10.651,4.815
344,0.000,129,129,129,10.103,4.842
345,0.000,107,107,107,9.308,4.322
346,0.000,132,132,132,9.336,3.801
347,0.000,208,208,208,8.568,4.185
348,0.000,235,235,235,8.048,3.747
349,0.000,192,192,192,7.747,3.500
350,0.000,188,188,188,7.473,3.363
351,0.000,196,196,196,7.144,3.308
352,0.000,185,185,185,6.705,3.171
353,0.000,212,212,212,6.925,2.897
354,0.000,181,181,181,7.034,2.596
355,0.000,208,208,208,7.116,2.158
356,0.000,185,185,185,6.322,1.144
357,0.000,147,147,147,5.610,0.322
358,0.000,196,196,196,8.760,5.308
359,0.000,223,223,223,8.432,4.870
360,0.000,200,200,200,7.993,5.527
361,0.000,208,208,208,8.870,6.979
362,0.000,196,196,196,9.281,6.925
363,0.000,208,208,208,8.377,7.390
364,0.000,147,147,147,20.733,10.897
365,0.000,212,212,212,20.979,11.747
366,0.000,196,196,196,20.404,11.692
367,0.000,170,170,170,20.240,11.692
368,0.000,208,208,208,20.130,11.390
369,0.000,212,212,212,19.884,11.253
370,0.000,147,147,147,19.801,11.144
371,0.000,166,166,166,19.829,10.048
372,0.000,212,212,212,19.582,10.130
373,0.000,215,215,215,19.171,10.267
374,0.000,185,185,185,17.637,0.651
375,0.000,181,181,181,18.021,0.185
376,0.000,173,173,173,18.322,0.267
377,0.000,185,185,185,18.486,0.048
378,0.000,196,196,196,16.212,0.130
379,0.000,173,173,173,1.116,7.418
380,0.000,155,155,155,0.842,7.719
381,0.000,196,196,196,13.116,0.349
