 ,Area,Mean,Min,Max,X,Y
150,0.000,131,131,131,16.870,5.089
151,0.000,179,179,179,16.733,5.856
152,0.000,89,89,89,16.651,6.459
153,0.000,110,110,110,16.404,6.486
154,0.000,158,158,158,15.747,6.678
155,0.000,110,110,110,15.692,6.979
156,0.000,173,173,173,15.500,7.062
157,0.000,115,115,115,14.842,5.829
158,0.000,115,115,115,14.432,5.637
159,0.000,95,95,95,14.486,5.390
160,0.000,89,89,89,14.486,5.199
161,0.000,158,158,158,14.815,5.144
162,0.000,233,233,233,15.034,5.171
163,0.000,54,54,54,15.308,5.226
164,0.000,179,179,179,15.281,5.500
165,0.000,126,126,126,15.034,5.555
166,0.000,168,168,168,15.007,5.637
167,0.000,163,163,163,15.116,4.788
168,0.000,168,168,168,14.788,4.705
169,0.000,74,74,74,14.404,3.801
170,0.000,64,64,64,14.377,3.692
171,0.000,49,49,49,13.390,3.363
172,0.000,147,147,147,13.829,2.925
173,0.000,200,200,200,13.856,2.705
174,0.000,54,54,54,13.801,2.240
175,0.000,64,64,64,12.240,3.281
176,0.000,152,152,152,11.692,3.938
177,0.000,142,142,142,11.390,4.158
178,0.000,227,227,227,10.952,4.075
179,0.000,142,142,142,11.144,4.404
180,0.000,152,152,152,13.308,4.705
181,0.000,195,195,195,13.445,4.623
182,0.000,131,131,131,13.610,4.568
183,0.000,121,121,121,13.336,4.158
184,0.000,179,179,179,12.925,4.486
185,0.000,163,163,163,12.404,4.486
186,0.000,163,163,163,12.349,4.048
187,0.000,59,59,59,12.267,5.199
188,0.000,179,179,179,14.021,5.993
189,0.000,121,121,121,14.349,7.062
190,0.000,95,95,95,14.733,7.363
191,0.000,158,158,158,14.651,7.856
192,0.000,244,244,244,14.651,8.185
193,0.000,158,158,158,14.322,8.212
194,0.000,158,158,158,14.075,8.349
195,0.000,211,211,211,13.966,8.404
196,0.000,168,168,168,13.856,8.486
197,0.000,59,59,59,13.281,8.979
198,0.000,74,74,74,12.760,8.212
199,0.000,126,126,126,13.610,9.253
200,0.000,131,131,131,18.897,7.144
201,0.000,173,173,173,20.185,6.925
202,0.000,200,200,200,20.952,8.623
203,0.000,200,200,200,20.815,8.459
204,0.000,147,147,147,20.596,8.377
205,0.000,190,190,190,20.486,8.267
206,0.000,190,190,190,20.185,8.185
207,0.000,147,147,147,19.911,8.048
208,0.000,136,136,136,20.541,8.760
209,0.000,126,126,126,20.267,8.897
210,0.000,173,173,173,19.829,8.979
211,0.000,95,95,95,19.747,8.678
212,0.000,195,195,195,20.925,9.363
213,0.000,33,33,33,18.075,8.596
214,0.000,8,8,8,20.979,12.514
215,0.000,184,184,184,20.568,12.623
216,0.000,115,115,115,20.075,12.651
217,0.000,184,184,184,19.747,12.870
218,0.000,147,147,147,19.555,13.034
219,0.000,142,142,142,19.473,13.226
220,0.000,121,121,121,19.445,13.390
221,0.000,131,131,131,19.500,13.801
222,0.000,184,184,184,19.938,13.418
223,0.000,142,142,142,19.007,12.705
224,0.000,152,152,152,18.678,12.678
225,0.000,69,69,69,18.678,12.185
226,0.000,136,136,136,18.596,10.897
227,0.000,121,121,121,18.568,11.007
228,0.000,158,158,158,18.267,11.171
229,0.000,152,152,152,18.048,11.089
230,0.000,190,190,190,17.747,11.062
231,0.000,195,195,195,17.747,10.952
232,0.000,131,131,131,17.610,10.760
233,0.000,206,206,206,17.911,10.705
234,0.000,179,179,179,18.295,10.623
235,0.000,95,95,95,19.007,10.651
236,0.000,195,195,195,17.226,10.240
237,0.000,69,69,69,16.568,10.130
238,0.000,121,121,121,16.760,10.212
239,0.000,147,147,147,16.651,9.692
240,0.000,179,179,179,16.651,9.253
241,0.000,89,89,89,15.390,9.500
242,0.000,126,126,126,15.281,9.856
243,0.000,142,142,142,15.253,10.295
244,0.000,110,110,110,15.253,10.514
245,0.000,222,222,222,15.363,10.870
246,0.000,33,33,33,15.664,11.034
247,0.000,89,89,89,16.158,10.897
248,0.000,110,110,110,14.925,11.007
249,0.000,142,142,142,14.212,11.007
250,0.000,206,206,206,13.582,11.089
251,0.000,121,121,121,13.144,11.144
252,0.000,49,49,49,12.788,11.473
253,0.000,158,158,158,13.007,11.938
254,0.000,131,131,131,13.116,12.295
255,0.000,110,110,110,13.253,12.568
256,0.000,69,69,69,13.445,12.651
257,0.000,126,126,126,13.637,13.062
258,0.000,131,131,131,13.801,13.281
259,0.000,8,8,8,14.240,13.610
260,0.000,147,147,147,14.815,13.007
261,0.000,168,168,168,15.308,13.582
262,0.000,95,95,95,13.856,13.884
263,0.000,173,173,173,12.842,12.788
264,0.000,95,95,95,11.747,12.267
265,0.000,105,105,105,11.856,11.993
266,0.000,136,136,136,12.021,11.884
267,0.000,179,179,179,12.432,11.664
268,0.000,173,173,173,12.349,11.993
269,0.000,147,147,147,10.322,12.486
270,0.000,206,206,206,10.240,12.952
271,0.000,115,115,115,10.349,13.199
272,0.000,184,184,184,10.925,13.336
273,0.000,142,142,142,11.144,13.664
274,0.000,100,100,100,11.144,13.938
275,0.000,115,115,115,7.308,13.692
276,0.000,158,158,158,7.062,13.801
277,0.000,152,152,152,6.651,13.500
278,0.000,173,173,173,5.938,13.884
279,0.000,190,190,190,5.993,13.500
280,0.000,179,179,179,8.267,12.432
281,0.000,131,131,131,7.884,11.747
282,0.000,147,147,147,7.308,11.418
283,0.000,142,142,142,6.541,11.418
284,0.000,158,158,158,3.308,13.719
285,0.000,33,33,33,0.815,13.500
286,0.000,158,158,158,0.568,13.390
287,0.000,100,100,100,0.048,13.500
288,0.000,64,64,64,0.377,11.555
289,0.000,147,147,147,1.226,12.705
290,0.000,147,147,147,1.610,12.705
291,0.000,179,179,179,2.596,12.705
292,0.000,13,13,13,3.281,12.705
293,0.000,64,64,64,3.801,11.692
294,0.000,136,136,136,3.911,11.308
295,0.000,23,23,23,2.486,11.089
296,0.000,110,110,110,2.596,10.842
297,0.000,158,158,158,2.705,10.788
298,0.000,163,163,163,2.979,10.295
299,0.000,115,115,115,2.295,8.678
300,0.000,136,136,136,1.473,9.199
301,0.000,173,173,173,1.253,9.253
302,0.000,142,142,142,0.815,8.952
303,0.000,249,249,249,0.295,8.130
304,0.000,195,195,195,0.432,6.404
305,0.000,190,190,190,1.473,6.158
306,0.000,121,121,121,1.856,6.240
307,0.000,49,49,49,2.349,6.514
308,0.000,95,95,95,2.432,7.747
309,0.000,200,200,200,3.253,6.925
310,0.000,136,136,136,2.870,6.760
311,0.000,142,142,142,2.788,6.322
312,0.000,168,168,168,2.788,6.021
313,0.000,147,147,147,2.815,5.719
314,0.000,179,179,179,2.979,5.418
315,0.000,200,200,200,2.952,5.199
316,0.000,100,100,100,3.308,6.130
317,0.000,163,163,163,3.993,4.870
318,0.000,131,131,131,3.966,4.349
319,0.000,147,147,147,4.103,4.075
320,0.000,163,163,163,4.322,3.719
321,0.000,217,217,217,4.432,3.445
322,0.000,131,131,131,4.596,3.171
323,0.000,59,59,59,6.130,4.021
324,0.000,163,163,163,6.541,4.842
325,0.000,163,163,163,6.541,5.116
326,0.000,173,173,173,6.486,5.500
327,0.000,190,190,190,6.295,5.774
328,0.000,190,190,190,6.212,6.048
329,0.000,211,211,211,4.897,7.062
330,0.000,190,190,190,5.719,7.308
331,0.000,206,206,206,6.103,7.555
332,0.000,131,131,131,6.678,7.500
333,0.000,179,179,179,7.034,7.719
334,0.000,163,163,163,4.979,8.103
335,0.000,43,43,43,4.760,8.651
336,0.000,152,152,152,4.514,9.199
337,0.000,100,100,100,4.295,9.445
338,0.000,147,147,147,4.267,9.801
339,0.000,179,179,179,4.212,10.377
340,0.000,136,136,136,4.240,10.733
341,0.000,69,69,69,5.993,10.432
342,0.000,136,136,136,6.075,10.185
343,0.000,126,126,126,6.541,10.870
344,0.000,84,84,84,6.870,11.308
345,0.000,142,142,142,5.884,12.075
346,0.000,131,131,131,5.938,9.610
347,0.000,195,195,195,5.363,8.596
348,0.000,163,163,163,5.719,8.842
349,0.000,179,179,179,5.856,9.062
350,0.000,200,200,200,6.130,9.116
351,0.000,147,147,147,6.322,9.308
352,0.000,168,168,168,6.404,9.610
353,0.000,54,54,54,6.788,9.801
354,0.000,110,110,110,7.281,10.048
355,0.000,0,0,0,8.075,10.185
356,0.000,38,38,38,8.925,9.664
357,0.000,131,131,131,9.555,9.418
358,0.000,147,147,147,9.966,9.445
359,0.000,121,121,121,10.185,9.555
360,0.000,0,0,0,10.349,9.555
361,0.000,121,121,121,10.432,9.884
362,0.000,121,121,121,10.295,10.267
363,0.000,59,59,59,10.295,10.404
364,0.000,33,33,33,10.295,10.623
365,0.000,136,136,136,10.295,10.842
366,0.000,168,168,168,10.212,10.952
367,0.000,126,126,126,10.103,10.979
368,0.000,38,38,38,9.829,11.089
369,0.000,147,147,147,9.582,11.171
370,0.000,163,163,163,9.308,11.253
371,0.000,79,79,79,9.034,11.445
372,0.000,158,158,158,8.705,11.199
373,0.000,168,168,168,8.541,11.226
374,0.000,179,179,179,8.432,10.952
375,0.000,142,142,142,8.322,10.815
376,0.000,147,147,147,8.267,10.733
377,0.000,152,152,152,8.130,10.568
378,0.000,126,126,126,7.966,10.377
379,0.000,18,18,18,10.733,7.582
380,0.000,110,110,110,11.281,6.815
381,0.000,28,28,28,10.541,5.692
382,0.000,89,89,89,9.445,5.884
383,0.000,100,100,100,8.842,5.500
384,0.000,158,158,158,8.541,5.664
385,0.000,195,195,195,7.884,6.596
386,0.000,152,152,152,7.692,6.404
387,0.000,131,131,131,7.582,6.295
388,0.000,89,89,89,7.473,6.158
389,0.000,110,110,110,7.116,6.377
390,0.000,163,163,163,8.240,5.308
391,0.000,126,126,126,7.993,5.144
392,0.000,136,136,136,7.856,5.034
393,0.000,142,142,142,7.774,5.363
394,0.000,195,195,195,7.445,5.144
395,0.000,110,110,110,7.281,4.925
396,0.000,179,179,179,7.089,4.651
397,0.000,168,168,168,7.034,4.267
398,0.000,152,152,152,7.171,3.774
399,0.000,121,121,121,8.925,3.445
400,0.000,142,142,142,16.048,8.048
401,0.000,179,179,179,16.322,8.130
402,0.000,227,227,227,16.705,8.021
403,0.000,217,217,217,17.034,8.021
404,0.000,152,152,152,20.295,6.623
