 ,Area,Mean,Min,Max,X,Y
153,0.000,227,227,227,3.993,11.144
154,0.000,235,235,235,4.377,11.089
155,0.000,223,223,223,4.541,11.116
156,0.000,227,227,227,4.788,11.144
157,0.000,166,166,166,5.308,11.062
158,0.000,200,200,200,5.610,11.199
159,0.000,200,200,200,5.664,11.555
160,0.000,103,103,103,5.336,11.938
161,0.000,215,215,215,4.815,11.938
162,0.000,208,208,208,4.514,11.637
163,0.000,204,204,204,3.801,12.103
164,0.000,208,208,208,3.199,12.733
165,0.000,192,192,192,3.226,13.390
166,0.000,103,103,103,4.623,13.747
167,0.000,181,181,181,4.514,13.062
168,0.000,181,181,181,4.897,12.733
169,0.000,107,107,107,5.308,13.199
170,0.000,166,166,166,3.253,13.884
171,0.000,196,196,196,3.911,13.610
172,0.000,215,215,215,4.130,13.911
173,0.000,155,155,155,0.295,13.884
174,0.000,177,177,177,0.596,13.473
175,0.000,162,162,162,0.486,13.116
176,0.000,173,173,173,0.158,13.007
177,0.000,185,185,185,0.295,12.842
178,0.000,177,177,177,0.267,12.705
179,0.000,177,177,177,0.075,12.240
180,0.000,132,132,132,0.075,11.801
181,0.000,235,235,235,0.240,11.281
182,0.000,188,188,188,3.527,10.541
183,0.000,173,173,173,3.719,10.322
184,0.000,192,192,192,3.911,10.240
185,0.000,188,188,188,4.240,10.075
186,0.000,196,196,196,4.623,10.103
187,0.000,185,185,185,4.925,9.829
188,0.000,162,162,162,5.308,10.514
189,0.000,196,196,196,7.336,10.267
190,0.000,192,192,192,7.199,9.555
191,0.000,215,215,215,7.801,9.363
192,0.000,204,204,204,7.938,9.774
193,0.000,208,208,208,8.349,9.966
194,0.000,188,188,188,9.363,9.473
195,0.000,219,219,219,8.240,10.651
196,0.000,215,215,215,8.623,10.897
197,0.000,192,192,192,9.062,11.034
198,0.000,192,192,192,8.842,11.308
199,0.000,196,196,196,9.555,11.281
200,0.000,204,204,204,9.719,11.116
201,0.000,188,188,188,10.103,11.062
202,0.000,188,188,188,10.596,11.610
203,0.000,219,219,219,9.418,10.514
204,0.000,170,170,170,8.842,13.856
205,0.000,208,208,208,8.897,13.637
206,0.000,185,185,185,8.979,13.418
207,0.000,177,177,177,8.705,13.226
208,0.000,208,208,208,8.130,13.089
209,0.000,185,185,185,8.158,13.664
210,0.000,177,177,177,8.870,12.788
211,0.000,196,196,196,9.062,12.514
212,0.000,200,200,200,9.281,12.705
213,0.000,188,188,188,9.582,12.705
214,0.000,208,208,208,9.500,12.377
215,0.000,51,51,51,10.760,12.568
216,0.000,100,100,100,11.363,13.116
217,0.000,177,177,177,11.226,13.473
218,0.000,31,31,31,10.733,13.938
219,0.000,212,212,212,10.075,13.856
220,0.000,196,196,196,10.705,13.445
221,0.000,204,204,204,11.993,12.514
222,0.000,204,204,204,12.212,12.212
223,0.000,219,219,219,13.856,13.336
224,0.000,212,212,212,13.555,13.226
225,0.000,200,200,200,13.062,12.897
226,0.000,177,177,177,14.212,12.979
227,0.000,158,158,158,14.596,12.705
228,0.000,208,208,208,14.870,12.651
229,0.000,140,140,140,15.308,12.623
230,0.000,208,208,208,15.308,12.377
231,0.000,192,192,192,15.226,11.938
232,0.000,223,223,223,15.390,11.637
233,0.000,188,188,188,15.390,11.281
234,0.000,143,143,143,15.500,11.007
235,0.000,188,188,188,15.007,11.253
236,0.000,200,200,200,14.541,10.925
237,0.000,212,212,212,14.185,10.568
238,0.000,212,212,212,13.966,10.404
239,0.000,219,219,219,13.582,10.377
240,0.000,215,215,215,13.199,10.240
241,0.000,185,185,185,12.842,10.322
242,0.000,173,173,173,12.733,10.870
243,0.000,247,247,247,12.158,11.281
244,0.000,185,185,185,11.801,10.075
245,0.000,192,192,192,11.390,9.774
246,0.000,188,188,188,12.212,9.062
247,0.000,89,89,89,10.733,5.473
248,0.000,147,147,147,10.075,6.623
249,0.000,114,114,114,9.582,7.555
250,0.000,132,132,132,10.240,7.692
251,0.000,96,96,96,10.705,7.390
252,0.000,173,173,173,11.199,7.253
253,0.000,170,170,170,11.610,6.870
254,0.000,162,162,162,11.555,6.349
255,0.000,204,204,204,11.418,5.911
256,0.000,181,181,181,12.103,5.555
257,0.000,196,196,196,12.185,5.281
258,0.000,200,200,200,12.459,4.925
259,0.000,204,204,204,12.733,4.651
260,0.000,188,188,188,13.116,4.514
261,0.000,177,177,177,13.390,4.486
262,0.000,204,204,204,13.774,4.568
263,0.000,196,196,196,13.884,4.925
264,0.000,155,155,155,14.240,5.445
265,0.000,173,173,173,14.459,5.719
266,0.000,200,200,200,13.719,6.021
267,0.000,219,219,219,13.473,6.651
268,0.000,204,204,204,14.021,7.034
269,0.000,223,223,223,13.856,7.856
270,0.000,200,200,200,13.199,7.555
271,0.000,208,208,208,12.459,7.445
272,0.000,208,208,208,12.651,8.623
273,0.000,208,208,208,13.801,9.363
274,0.000,223,223,223,13.801,8.870
275,0.000,196,196,196,15.144,8.623
276,0.000,219,219,219,15.171,8.158
277,0.000,215,215,215,14.486,7.637
278,0.000,215,215,215,14.568,6.979
279,0.000,208,208,208,14.651,6.651
280,0.000,114,114,114,14.897,4.925
281,0.000,208,208,208,12.377,4.733
282,0.000,200,200,200,12.075,4.596
283,0.000,129,129,129,11.719,4.514
284,0.000,208,208,208,11.418,4.212
285,0.000,219,219,219,11.336,3.856
286,0.000,181,181,181,11.308,3.473
287,0.000,204,204,204,11.308,3.171
288,0.000,239,239,239,11.390,2.651
289,0.000,215,215,215,11.938,2.733
290,0.000,212,212,212,12.185,2.760
291,0.000,208,208,208,12.568,2.815
292,0.000,215,215,215,12.459,3.308
293,0.000,188,188,188,13.445,3.363
294,0.000,196,196,196,13.445,3.034
295,0.000,173,173,173,13.637,2.541
296,0.000,151,151,151,13.253,2.623
297,0.000,219,219,219,13.089,2.295
298,0.000,196,196,196,12.404,2.212
299,0.000,196,196,196,12.377,1.582
300,0.000,185,185,185,12.240,0.267
301,0.000,200,200,200,12.815,0.705
302,0.000,200,200,200,13.445,1.171
303,0.000,185,185,185,13.664,1.007
304,0.000,192,192,192,13.966,0.952
305,0.000,223,223,223,14.103,0.952
306,0.000,185,185,185,14.130,0.596
307,0.000,212,212,212,13.884,0.295
308,0.000,181,181,181,14.459,1.884
309,0.000,192,192,192,14.897,2.705
310,0.000,239,239,239,15.226,2.897
311,0.000,200,200,200,14.295,3.527
312,0.000,231,231,231,14.678,3.829
313,0.000,181,181,181,14.568,4.021
314,0.000,204,204,204,14.870,4.185
315,0.000,227,227,227,15.089,4.623
316,0.000,231,231,231,14.925,3.637
317,0.000,196,196,196,15.281,3.390
318,0.000,215,215,215,14.815,3.253
319,0.000,155,155,155,15.664,3.308
320,0.000,166,166,166,16.925,4.158
321,0.000,219,219,219,16.733,5.527
322,0.000,231,231,231,16.870,5.226
323,0.000,181,181,181,16.870,4.925
324,0.000,170,170,170,17.007,4.623
325,0.000,166,166,166,15.281,6.623
326,0.000,204,204,204,15.253,6.212
327,0.000,196,196,196,15.719,6.021
328,0.000,192,192,192,16.048,5.911
329,0.000,192,192,192,16.459,5.856
330,0.000,231,231,231,15.774,7.308
331,0.000,151,151,151,16.240,10.815
332,0.000,181,181,181,16.568,10.459
333,0.000,177,177,177,16.103,10.075
334,0.000,212,212,212,16.733,9.007
335,0.000,196,196,196,16.925,8.514
336,0.000,227,227,227,17.089,8.295
337,0.000,166,166,166,17.171,8.021
338,0.000,162,162,162,17.363,7.911
339,0.000,181,181,181,17.664,7.637
340,0.000,235,235,235,17.719,7.390
341,0.000,227,227,227,17.555,7.171
342,0.000,231,231,231,17.473,6.842
343,0.000,208,208,208,17.171,6.842
344,0.000,255,255,255,16.870,7.527
345,0.000,239,239,239,16.952,7.226
346,0.000,177,177,177,17.336,6.267
347,0.000,155,155,155,18.541,5.363
348,0.000,86,86,86,18.952,5.884
349,0.000,155,155,155,20.130,7.062
350,0.000,147,147,147,20.705,7.226
351,0.000,204,204,204,19.555,7.034
352,0.000,185,185,185,19.801,7.527
353,0.000,215,215,215,20.212,7.856
354,0.000,196,196,196,20.541,8.212
355,0.000,173,173,173,20.897,8.267
356,0.000,208,208,208,20.678,8.733
357,0.000,223,223,223,20.541,9.363
358,0.000,188,188,188,20.842,9.555
359,0.000,196,196,196,20.952,9.664
360,0.000,204,204,204,20.897,12.459
361,0.000,208,208,208,20.459,12.651
362,0.000,200,200,200,20.021,12.815
363,0.000,196,196,196,19.801,12.322
364,0.000,192,192,192,19.664,11.829
365,0.000,200,200,200,19.829,11.363
366,0.000,181,181,181,20.130,11.253
367,0.000,200,200,200,20.705,11.089
368,0.000,170,170,170,20.925,10.870
369,0.000,147,147,147,19.637,9.637
370,0.000,235,235,235,19.555,9.171
371,0.000,200,200,200,19.308,9.089
372,0.000,204,204,204,19.144,9.390
373,0.000,215,215,215,18.486,9.637
374,0.000,158,158,158,17.801,10.842
375,0.000,215,215,215,17.500,10.130
376,0.000,239,239,239,17.527,9.856
377,0.000,208,208,208,17.774,10.158
378,0.000,204,204,204,17.966,9.966
379,0.000,196,196,196,17.966,9.801
380,0.000,219,219,219,17.911,9.610
381,0.000,200,200,200,17.801,9.034
382,0.000,223,223,223,17.856,8.815
383,0.000,235,235,235,17.637,8.788
384,0.000,204,204,204,16.979,13.308
385,0.000,196,196,196,16.568,13.801
386,0.000,162,162,162,18.979,3.993
387,0.000,247,247,247,18.979,4.459
388,0.000,219,219,219,18.267,4.349
389,0.000,162,162,162,18.158,3.473
390,0.000,223,223,223,17.610,3.336
391,0.000,72,72,72,17.664,2.377
392,0.000,196,196,196,16.815,2.760
393,0.000,192,192,192,16.596,2.952
394,0.000,162,162,162,15.336,1.692
395,0.000,196,196,196,16.568,0.185
396,0.000,114,114,114,16.760,0.568
397,0.000,140,140,140,17.774,1.089
398,0.000,181,181,181,17.500,0.651
399,0.000,231,231,231,17.527,0.486
400,0.000,204,204,204,17.253,0.541
401,0.000,200,200,200,17.116,0.432
402,0.000,192,192,192,17.226,0.185
403,0.000,239,239,239,17.253,0.075
404,0.000,170,170,170,18.295,0.103
405,0.000,208,208,208,20.212,0.185
406,0.000,155,155,155,19.884,0.842
407,0.000,212,212,212,18.623,1.308
408,0.000,188,188,188,18.925,0.952
409,0.000,212,212,212,19.801,1.144
410,0.000,158,158,158,19.801,2.075
411,0.000,208,208,208,19.390,2.459
412,0.000,93,93,93,19.418,3.116
413,0.000,132,132,132,20.158,3.418
414,0.000,177,177,177,20.651,3.418
415,0.000,212,212,212,20.925,3.363
416,0.000,192,192,192,20.979,3.062
417,0.000,170,170,170,20.842,2.568
418,0.000,114,114,114,20.678,1.801
419,0.000,158,158,158,20.733,1.199
420,0.000,170,170,170,18.322,7.089
421,0.000,215,215,215,9.281,4.432
422,0.000,200,200,200,8.842,3.582
423,0.000,196,196,196,19.829,13.527
424,0.000,219,219,219,20.760,13.856
