 ,Area,Mean,Min,Max,X,Y
54,0.000,167,167,167,13.966,2.760
55,0.000,146,146,146,13.610,2.925
56,0.000,173,173,173,12.925,2.842
57,0.000,118,118,118,12.130,2.377
58,0.000,133,133,133,15.774,3.226
59,0.000,95,95,95,16.021,2.541
60,0.000,8,8,8,16.568,2.596
61,0.000,68,68,68,17.363,3.007
62,0.000,140,140,140,17.144,2.979
63,0.000,68,68,68,17.664,0.788
64,0.000,83,83,83,18.404,0.870
65,0.000,115,115,115,18.267,2.212
66,0.000,109,109,109,19.281,2.623
67,0.000,127,127,127,19.116,0.048
68,0.000,127,127,127,19.281,0.459
69,0.000,118,118,118,19.527,0.925
70,0.000,149,149,149,19.966,0.733
71,0.000,155,155,155,20.103,0.322
72,0.000,149,149,149,20.459,1.692
73,0.000,155,155,155,20.678,1.884
74,0.000,127,127,127,17.747,3.363
75,0.000,161,161,161,18.075,3.637
76,0.000,140,140,140,18.377,3.801
77,0.000,112,112,112,18.925,3.966
78,0.000,127,127,127,20.103,4.568
79,0.000,146,146,146,19.993,4.733
80,0.000,68,68,68,20.596,4.760
81,0.000,146,146,146,20.103,5.253
82,0.000,155,155,155,20.075,5.747
83,0.000,173,173,173,20.925,5.884
84,0.000,103,103,103,19.692,6.130
85,0.000,98,98,98,18.514,5.801
86,0.000,80,80,80,18.021,5.993
87,0.000,103,103,103,17.555,5.473
88,0.000,152,152,152,17.856,5.171
89,0.000,77,77,77,17.089,5.308
90,0.000,173,173,173,16.568,5.226
91,0.000,133,133,133,16.404,4.870
92,0.000,98,98,98,17.171,6.651
93,0.000,136,136,136,16.678,6.733
94,0.000,127,127,127,15.938,6.651
95,0.000,143,143,143,15.801,6.377
96,0.000,80,80,80,15.500,6.021
97,0.000,112,112,112,15.116,5.829
98,0.000,103,103,103,14.733,5.774
99,0.000,48,48,48,14.514,5.281
100,0.000,115,115,115,14.349,4.897
101,0.000,121,121,121,14.021,5.938
102,0.000,170,170,170,13.692,5.884
103,0.000,115,115,115,13.171,5.719
104,0.000,158,158,158,12.979,5.610
105,0.000,152,152,152,12.651,5.363
106,0.000,155,155,155,12.678,5.692
107,0.000,143,143,143,12.514,5.747
108,0.000,158,158,158,12.322,5.829
109,0.000,186,186,186,12.103,5.911
110,0.000,130,130,130,11.007,6.103
111,0.000,115,115,115,11.363,6.240
112,0.000,100,100,100,11.966,6.623
113,0.000,92,92,92,6.979,8.103
114,0.000,112,112,112,7.034,7.747
115,0.000,100,100,100,7.226,7.993
116,0.000,62,62,62,7.473,7.418
117,0.000,71,71,71,7.884,7.747
118,0.000,133,133,133,7.938,7.308
119,0.000,71,71,71,8.075,7.062
120,0.000,100,100,100,8.432,6.815
121,0.000,124,124,124,8.760,6.568
122,0.000,80,80,80,9.500,6.925
123,0.000,77,77,77,6.377,6.459
124,0.000,143,143,143,6.596,6.322
125,0.000,121,121,121,6.514,5.993
126,0.000,143,143,143,5.500,4.568
127,0.000,89,89,89,3.281,5.390
128,0.000,65,65,65,3.171,6.432
129,0.000,80,80,80,1.829,6.486
130,0.000,112,112,112,3.664,6.623
131,0.000,68,68,68,0.130,7.993
132,0.000,80,80,80,0.377,7.089
133,0.000,127,127,127,0.760,7.500
134,0.000,127,127,127,1.911,8.349
135,0.000,86,86,86,1.199,9.281
136,0.000,143,143,143,1.171,8.925
137,0.000,54,54,54,0.459,9.966
138,0.000,118,118,118,1.418,11.062
139,0.000,74,74,74,1.473,13.692
140,0.000,80,80,80,0.897,13.390
141,0.000,109,109,109,1.281,13.034
142,0.000,149,149,149,0.979,12.240
143,0.000,124,124,124,1.527,10.596
144,0.000,161,161,161,1.966,10.705
145,0.000,179,179,179,2.240,10.979
146,0.000,124,124,124,3.390,11.363
147,0.000,118,118,118,3.007,11.171
148,0.000,127,127,127,2.678,11.062
149,0.000,106,106,106,2.404,10.432
150,0.000,74,74,74,2.459,9.171
151,0.000,136,136,136,3.199,9.527
152,0.000,74,74,74,3.829,10.432
153,0.000,74,74,74,4.377,11.774
154,0.000,121,121,121,4.842,11.966
155,0.000,100,100,100,5.253,12.130
156,0.000,158,158,158,5.363,12.459
157,0.000,86,86,86,4.760,13.747
158,0.000,112,112,112,5.500,13.144
159,0.000,130,130,130,5.719,13.062
160,0.000,133,133,133,5.911,13.062
161,0.000,106,106,106,6.185,12.788
162,0.000,112,112,112,5.719,12.021
163,0.000,109,109,109,6.267,11.856
164,0.000,136,136,136,7.199,12.568
165,0.000,195,195,195,7.034,12.130
166,0.000,155,155,155,7.390,11.856
167,0.000,176,176,176,7.774,11.336
168,0.000,152,152,152,7.993,10.815
169,0.000,167,167,167,8.432,11.308
170,0.000,124,124,124,8.596,10.459
171,0.000,161,161,161,8.295,10.021
172,0.000,164,164,164,7.610,9.473
173,0.000,74,74,74,8.185,9.007
174,0.000,89,89,89,3.226,7.829
175,0.000,103,103,103,3.719,8.185
176,0.000,95,95,95,2.377,8.267
177,0.000,98,98,98,9.089,10.568
178,0.000,124,124,124,9.719,10.075
179,0.000,106,106,106,10.596,9.527
180,0.000,149,149,149,10.212,8.760
181,0.000,140,140,140,9.966,8.158
182,0.000,121,121,121,10.842,8.295
183,0.000,130,130,130,11.144,7.747
184,0.000,130,130,130,11.390,7.336
185,0.000,112,112,112,12.048,7.911
186,0.000,68,68,68,12.788,8.158
187,0.000,86,86,86,13.007,8.021
188,0.000,115,115,115,11.281,10.075
189,0.000,118,118,118,7.116,13.719
190,0.000,164,164,164,7.473,13.473
191,0.000,86,86,86,8.377,13.884
192,0.000,127,127,127,9.171,13.253
193,0.000,109,109,109,9.390,13.884
194,0.000,112,112,112,10.432,13.610
195,0.000,92,92,92,11.363,13.527
196,0.000,136,136,136,10.760,12.870
197,0.000,143,143,143,10.678,12.404
198,0.000,92,92,92,10.651,11.884
199,0.000,140,140,140,10.514,11.692
200,0.000,121,121,121,10.459,11.062
201,0.000,121,121,121,11.747,11.144
202,0.000,161,161,161,11.610,11.473
203,0.000,186,186,186,11.884,11.637
204,0.000,164,164,164,12.021,12.021
205,0.000,109,109,109,11.911,12.349
206,0.000,80,80,80,12.267,12.952
207,0.000,74,74,74,13.719,12.925
208,0.000,68,68,68,14.185,13.007
209,0.000,109,109,109,13.007,11.445
210,0.000,152,152,152,12.322,10.267
211,0.000,133,133,133,12.240,10.103
212,0.000,71,71,71,15.034,11.801
213,0.000,112,112,112,13.993,13.856
214,0.000,62,62,62,14.815,13.801
215,0.000,51,51,51,16.432,13.774
216,0.000,170,170,170,16.158,13.418
217,0.000,161,161,161,15.390,13.774
218,0.000,161,161,161,16.733,13.363
219,0.000,152,152,152,16.842,13.116
220,0.000,118,118,118,16.870,12.979
221,0.000,115,115,115,16.760,12.349
222,0.000,112,112,112,17.253,12.623
223,0.000,136,136,136,17.801,12.295
224,0.000,109,109,109,14.733,8.705
225,0.000,133,133,133,15.473,10.267
226,0.000,164,164,164,15.829,9.500
227,0.000,106,106,106,16.568,9.418
228,0.000,68,68,68,16.651,10.404
229,0.000,136,136,136,16.952,11.089
230,0.000,149,149,149,17.034,10.651
231,0.000,143,143,143,18.404,9.007
232,0.000,95,95,95,19.555,8.705
233,0.000,124,124,124,20.788,8.349
234,0.000,89,89,89,20.596,8.075
235,0.000,152,152,152,20.897,7.774
236,0.000,112,112,112,15.473,7.993
237,0.000,121,121,121,15.253,8.048
238,0.000,118,118,118,18.514,11.911
239,0.000,143,143,143,18.733,10.568
240,0.000,136,136,136,19.637,10.788
241,0.000,208,208,208,20.185,10.623
242,0.000,152,152,152,20.541,10.788
243,0.000,133,133,133,20.979,10.048
244,0.000,130,130,130,20.952,11.993
245,0.000,167,167,167,19.747,12.788
246,0.000,115,115,115,19.911,12.459
247,0.000,100,100,100,19.884,11.938
248,0.000,124,124,124,20.240,11.938
249,0.000,71,71,71,20.541,13.445
250,0.000,118,118,118,18.240,13.938
