 ,Area,Mean,Min,Max,X,Y
60,0.000,136,136,136,7.390,0.185
61,0.000,173,173,173,5.719,0.596
62,0.000,152,152,152,5.390,0.103
63,0.000,105,105,105,8.267,0.130
64,0.000,105,105,105,8.212,0.678
65,0.000,158,158,158,8.568,0.870
66,0.000,43,43,43,8.678,1.199
67,0.000,142,142,142,8.897,0.815
68,0.000,110,110,110,9.089,0.377
69,0.000,173,173,173,9.226,0.185
70,0.000,136,136,136,10.240,0.212
71,0.000,163,163,163,10.267,0.541
72,0.000,105,105,105,9.938,0.842
73,0.000,200,200,200,10.322,1.116
74,0.000,131,131,131,10.541,0.979
75,0.000,184,184,184,10.705,1.171
76,0.000,158,158,158,10.705,1.363
77,0.000,163,163,163,10.678,1.473
78,0.000,126,126,126,10.541,1.610
79,0.000,54,54,54,10.432,1.664
80,0.000,206,206,206,8.651,2.842
81,0.000,184,184,184,8.404,2.541
82,0.000,147,147,147,8.486,2.130
83,0.000,173,173,173,8.377,1.747
84,0.000,136,136,136,7.966,1.829
85,0.000,195,195,195,7.555,1.938
86,0.000,195,195,195,7.226,2.048
87,0.000,195,195,195,7.226,2.459
88,0.000,168,168,168,7.034,3.034
89,0.000,13,13,13,7.034,3.500
90,0.000,100,100,100,5.719,2.651
91,0.000,69,69,69,5.719,2.514
92,0.000,147,147,147,5.089,2.514
93,0.000,190,190,190,6.568,1.692
94,0.000,110,110,110,4.651,4.075
95,0.000,173,173,173,6.788,4.432
96,0.000,131,131,131,6.678,4.568
97,0.000,105,105,105,6.432,4.760
98,0.000,190,190,190,6.322,5.336
99,0.000,179,179,179,6.979,5.527
100,0.000,163,163,163,7.418,5.527
101,0.000,158,158,158,7.692,5.610
102,0.000,152,152,152,7.938,5.692
103,0.000,206,206,206,8.349,5.664
104,0.000,49,49,49,8.678,5.664
105,0.000,95,95,95,7.911,4.377
106,0.000,105,105,105,8.075,4.651
107,0.000,110,110,110,8.185,4.870
108,0.000,59,59,59,8.377,4.952
109,0.000,131,131,131,8.623,4.705
110,0.000,147,147,147,8.596,4.514
111,0.000,131,131,131,8.541,4.021
112,0.000,152,152,152,8.678,3.884
113,0.000,142,142,142,8.623,3.664
114,0.000,136,136,136,9.884,3.719
115,0.000,105,105,105,9.938,2.541
116,0.000,142,142,142,9.144,5.226
117,0.000,147,147,147,9.500,5.445
118,0.000,131,131,131,9.747,5.692
119,0.000,0,0,0,10.322,5.966
120,0.000,131,131,131,10.212,5.062
121,0.000,8,8,8,11.089,4.870
122,0.000,38,38,38,10.897,5.226
123,0.000,190,190,190,11.007,5.582
124,0.000,200,200,200,10.651,5.966
125,0.000,147,147,147,10.130,6.541
126,0.000,147,147,147,10.185,7.007
127,0.000,184,184,184,8.979,6.678
128,0.000,158,158,158,9.171,6.870
129,0.000,184,184,184,9.308,6.979
130,0.000,168,168,168,9.418,7.062
131,0.000,121,121,121,9.747,7.500
132,0.000,136,136,136,10.486,8.103
133,0.000,173,173,173,10.651,8.185
134,0.000,222,222,222,10.842,8.733
135,0.000,195,195,195,11.144,8.514
136,0.000,69,69,69,11.747,6.760
137,0.000,195,195,195,11.089,0.377
138,0.000,179,179,179,11.226,0.541
139,0.000,190,190,190,11.747,0.788
140,0.000,152,152,152,12.075,0.979
141,0.000,84,84,84,12.158,0.514
142,0.000,74,74,74,11.390,1.445
143,0.000,179,179,179,11.637,1.719
144,0.000,126,126,126,11.801,2.075
145,0.000,206,206,206,12.048,2.514
146,0.000,121,121,121,12.103,2.733
147,0.000,89,89,89,12.733,2.404
148,0.000,152,152,152,12.925,2.596
149,0.000,158,158,158,12.733,3.555
150,0.000,38,38,38,13.336,3.555
151,0.000,168,168,168,13.884,3.336
152,0.000,158,158,158,14.021,2.815
153,0.000,158,158,158,13.966,2.568
154,0.000,95,95,95,13.336,2.185
155,0.000,105,105,105,13.418,1.884
156,0.000,147,147,147,13.445,1.610
157,0.000,195,195,195,13.637,1.390
158,0.000,105,105,105,14.075,0.486
159,0.000,131,131,131,13.774,0.185
160,0.000,121,121,121,15.390,1.527
161,0.000,211,211,211,15.062,1.829
162,0.000,136,136,136,15.336,2.158
163,0.000,136,136,136,15.527,2.212
164,0.000,211,211,211,15.747,2.240
165,0.000,131,131,131,16.158,2.295
166,0.000,147,147,147,15.637,1.034
167,0.000,179,179,179,15.664,1.390
168,0.000,147,147,147,15.637,0.295
169,0.000,147,147,147,16.322,1.884
170,0.000,173,173,173,16.486,1.966
171,0.000,152,152,152,16.705,2.240
172,0.000,163,163,163,16.705,2.623
173,0.000,168,168,168,16.541,2.842
174,0.000,179,179,179,16.541,3.336
175,0.000,147,147,147,16.021,3.774
176,0.000,131,131,131,14.788,4.925
177,0.000,195,195,195,15.226,5.089
178,0.000,190,190,190,15.774,5.336
179,0.000,131,131,131,15.911,5.390
180,0.000,131,131,131,16.349,5.610
181,0.000,121,121,121,16.651,6.021
182,0.000,142,142,142,16.870,6.432
183,0.000,131,131,131,17.308,6.596
184,0.000,18,18,18,17.801,6.377
185,0.000,43,43,43,18.514,6.075
186,0.000,110,110,110,18.568,5.527
187,0.000,23,23,23,18.459,4.459
188,0.000,142,142,142,18.514,3.993
189,0.000,158,158,158,18.651,3.637
190,0.000,163,163,163,18.733,3.445
191,0.000,158,158,158,18.733,3.281
192,0.000,89,89,89,18.185,2.760
193,0.000,147,147,147,18.103,2.568
194,0.000,89,89,89,17.993,2.349
195,0.000,179,179,179,17.856,2.212
196,0.000,163,163,163,17.747,2.021
197,0.000,158,158,158,17.582,1.884
198,0.000,115,115,115,17.418,1.747
199,0.000,59,59,59,17.390,0.870
200,0.000,64,64,64,17.747,1.226
201,0.000,89,89,89,18.404,0.842
202,0.000,173,173,173,17.582,0.158
203,0.000,184,184,184,18.295,1.582
204,0.000,179,179,179,19.144,1.089
205,0.000,211,211,211,19.116,1.445
206,0.000,200,200,200,19.034,1.637
207,0.000,184,184,184,20.432,0.240
208,0.000,142,142,142,20.842,0.432
209,0.000,163,163,163,19.281,0.705
210,0.000,158,158,158,20.075,1.911
211,0.000,184,184,184,20.295,1.664
212,0.000,147,147,147,20.596,2.897
213,0.000,59,59,59,20.788,3.747
214,0.000,121,121,121,19.555,4.322
215,0.000,211,211,211,21.007,5.171
216,0.000,115,115,115,18.295,5.089
217,0.000,3,3,3,18.130,5.144
218,0.000,59,59,59,17.966,5.226
219,0.000,23,23,23,17.445,5.226
220,0.000,84,84,84,17.253,4.952
221,0.000,168,168,168,17.226,5.692
222,0.000,195,195,195,17.062,5.938
223,0.000,126,126,126,17.034,4.568
224,0.000,136,136,136,16.651,4.514
225,0.000,195,195,195,16.459,4.240
226,0.000,3,3,3,15.911,4.897
227,0.000,168,168,168,16.048,4.404
228,0.000,115,115,115,15.829,4.432
229,0.000,142,142,142,15.527,4.568
230,0.000,136,136,136,15.253,4.486
231,0.000,147,147,147,17.911,3.555
232,0.000,158,158,158,17.500,3.253
233,0.000,195,195,195,17.363,2.541
234,0.000,121,121,121,20.240,7.637
235,0.000,64,64,64,19.829,7.637
236,0.000,38,38,38,19.582,7.993
237,0.000,152,152,152,18.432,8.130
238,0.000,74,74,74,18.596,8.788
239,0.000,179,179,179,19.253,8.979
240,0.000,23,23,23,19.774,11.774
241,0.000,200,200,200,19.637,12.103
242,0.000,142,142,142,19.692,12.267
243,0.000,126,126,126,19.199,12.623
244,0.000,0,0,0,20.952,13.829
245,0.000,115,115,115,18.788,12.788
246,0.000,28,28,28,17.445,13.829
247,0.000,110,110,110,17.390,13.253
248,0.000,179,179,179,17.390,12.842
249,0.000,206,206,206,17.418,12.705
250,0.000,173,173,173,17.500,12.404
251,0.000,158,158,158,17.664,12.295
252,0.000,163,163,163,17.829,12.185
253,0.000,184,184,184,18.130,11.966
254,0.000,168,168,168,18.349,11.966
255,0.000,59,59,59,17.692,11.829
256,0.000,136,136,136,18.377,11.390
257,0.000,136,136,136,18.514,11.253
258,0.000,163,163,163,18.678,11.116
259,0.000,147,147,147,18.760,11.007
260,0.000,147,147,147,19.007,10.870
261,0.000,152,152,152,19.418,11.062
262,0.000,59,59,59,15.281,13.500
263,0.000,158,158,158,15.116,12.897
264,0.000,233,233,233,15.226,12.322
265,0.000,163,163,163,16.075,13.363
266,0.000,163,163,163,15.199,11.966
267,0.000,168,168,168,15.281,11.363
268,0.000,38,38,38,15.637,11.418
269,0.000,152,152,152,15.418,10.925
270,0.000,152,152,152,15.418,10.459
271,0.000,142,142,142,15.555,10.240
272,0.000,121,121,121,15.856,10.158
273,0.000,168,168,168,16.295,10.295
274,0.000,147,147,147,16.623,10.295
275,0.000,142,142,142,16.870,10.185
276,0.000,131,131,131,17.253,10.158
277,0.000,147,147,147,17.363,9.993
278,0.000,121,121,121,17.445,9.555
279,0.000,147,147,147,17.445,9.253
280,0.000,158,158,158,17.445,9.089
281,0.000,100,100,100,17.253,8.733
282,0.000,147,147,147,17.226,8.267
283,0.000,163,163,163,17.445,7.445
284,0.000,217,217,217,17.445,7.062
285,0.000,190,190,190,16.870,6.952
286,0.000,142,142,142,16.212,6.925
287,0.000,131,131,131,16.322,8.158
288,0.000,163,163,163,16.075,7.938
289,0.000,121,121,121,15.747,7.911
290,0.000,173,173,173,15.390,7.801
291,0.000,59,59,59,14.925,7.610
292,0.000,136,136,136,15.610,8.651
293,0.000,190,190,190,15.747,8.459
294,0.000,152,152,152,16.103,9.664
295,0.000,163,163,163,14.459,7.308
296,0.000,190,190,190,14.048,6.788
297,0.000,74,74,74,13.911,6.349
298,0.000,121,121,121,12.870,5.747
299,0.000,190,190,190,12.048,5.856
300,0.000,184,184,184,12.349,7.199
301,0.000,100,100,100,12.623,7.336
302,0.000,163,163,163,12.733,8.322
303,0.000,184,184,184,12.952,8.568
304,0.000,105,105,105,13.226,10.678
305,0.000,84,84,84,13.281,10.404
306,0.000,54,54,54,13.171,11.500
307,0.000,184,184,184,13.089,11.144
308,0.000,163,163,163,12.870,11.336
309,0.000,217,217,217,12.322,11.418
310,0.000,163,163,163,11.801,11.527
311,0.000,179,179,179,11.692,11.774
312,0.000,136,136,136,12.377,12.459
313,0.000,179,179,179,12.596,12.130
314,0.000,158,158,158,12.870,11.938
315,0.000,152,152,152,13.171,12.322
316,0.000,115,115,115,13.555,13.007
317,0.000,147,147,147,13.801,11.555
318,0.000,136,136,136,11.473,13.993
319,0.000,0,0,0,10.623,13.637
320,0.000,158,158,158,10.541,13.363
321,0.000,100,100,100,10.842,13.171
322,0.000,105,105,105,10.568,12.705
323,0.000,115,115,115,11.418,13.007
324,0.000,195,195,195,11.308,12.568
325,0.000,43,43,43,10.048,10.623
326,0.000,38,38,38,10.979,10.514
327,0.000,54,54,54,10.733,10.267
328,0.000,184,184,184,10.349,10.103
329,0.000,115,115,115,11.171,9.993
330,0.000,136,136,136,11.500,9.966
331,0.000,195,195,195,11.500,9.527
332,0.000,131,131,131,11.938,10.048
333,0.000,163,163,163,12.158,10.212
334,0.000,136,136,136,12.486,10.295
335,0.000,79,79,79,10.514,9.664
336,0.000,89,89,89,8.870,8.021
337,0.000,121,121,121,8.185,7.993
338,0.000,105,105,105,7.582,8.596
339,0.000,136,136,136,7.390,8.870
340,0.000,0,0,0,6.322,10.158
341,0.000,126,126,126,7.281,13.884
342,0.000,105,105,105,7.582,13.664
343,0.000,179,179,179,7.829,13.171
344,0.000,179,179,179,8.021,12.897
345,0.000,110,110,110,8.185,12.541
346,0.000,163,163,163,7.884,12.349
347,0.000,79,79,79,7.664,12.377
348,0.000,69,69,69,7.089,12.596
349,0.000,136,136,136,7.308,11.966
350,0.000,152,152,152,7.308,11.062
351,0.000,173,173,173,7.363,10.705
352,0.000,115,115,115,7.473,10.404
353,0.000,121,121,121,7.664,10.212
354,0.000,173,173,173,7.911,10.103
355,0.000,195,195,195,8.158,10.103
356,0.000,136,136,136,8.349,9.938
357,0.000,136,136,136,8.568,9.801
358,0.000,190,190,190,8.815,10.240
359,0.000,179,179,179,9.062,10.459
360,0.000,158,158,158,9.336,10.651
361,0.000,173,173,173,9.445,11.089
362,0.000,173,173,173,9.390,11.445
363,0.000,136,136,136,9.500,11.610
364,0.000,152,152,152,9.582,11.692
365,0.000,33,33,33,8.870,12.760
366,0.000,74,74,74,5.829,13.610
367,0.000,168,168,168,5.281,13.692
368,0.000,168,168,168,4.842,13.582
369,0.000,147,147,147,4.486,13.692
370,0.000,131,131,131,4.267,13.692
371,0.000,100,100,100,3.993,13.856
372,0.000,43,43,43,3.473,12.541
373,0.000,121,121,121,2.842,12.514
374,0.000,95,95,95,2.678,12.788
375,0.000,142,142,142,2.733,13.062
376,0.000,163,163,163,3.527,13.007
377,0.000,95,95,95,2.075,13.527
378,0.000,54,54,54,0.322,13.747
379,0.000,54,54,54,0.514,13.637
380,0.000,158,158,158,0.651,13.199
381,0.000,136,136,136,0.377,13.062
382,0.000,136,136,136,0.377,12.788
383,0.000,168,168,168,0.486,12.651
384,0.000,179,179,179,0.870,12.651
385,0.000,158,158,158,1.089,12.651
386,0.000,121,121,121,1.445,12.733
387,0.000,168,168,168,1.582,13.007
388,0.000,168,168,168,1.829,13.171
389,0.000,121,121,121,2.541,12.733
390,0.000,217,217,217,1.856,12.130
391,0.000,163,163,163,1.856,11.774
392,0.000,158,158,158,0.240,12.103
393,0.000,23,23,23,0.459,11.747
394,0.000,152,152,152,1.007,11.062
395,0.000,110,110,110,3.281,12.377
396,0.000,89,89,89,3.116,12.103
397,0.000,200,200,200,2.870,11.829
398,0.000,136,136,136,2.788,11.555
399,0.000,217,217,217,2.705,10.925
400,0.000,13,13,13,3.884,10.404
401,0.000,95,95,95,4.760,11.062
402,0.000,110,110,110,5.144,10.240
403,0.000,95,95,95,4.432,8.760
404,0.000,126,126,126,3.692,7.473
405,0.000,168,168,168,3.363,8.158
406,0.000,136,136,136,3.226,10.240
407,0.000,126,126,126,3.390,9.801
408,0.000,121,121,121,3.336,9.527
409,0.000,152,152,152,3.281,8.979
410,0.000,152,152,152,2.897,8.815
411,0.000,126,126,126,2.514,8.459
412,0.000,126,126,126,2.185,8.596
413,0.000,0,0,0,1.610,8.925
414,0.000,95,95,95,1.555,9.418
415,0.000,168,168,168,1.610,9.719
416,0.000,168,168,168,2.048,10.075
417,0.000,131,131,131,2.432,10.185
418,0.000,147,147,147,1.171,9.007
419,0.000,163,163,163,1.116,8.322
420,0.000,136,136,136,1.336,7.966
421,0.000,168,168,168,1.116,7.610
422,0.000,184,184,184,1.144,7.336
423,0.000,110,110,110,0.212,7.116
424,0.000,158,158,158,1.664,7.938
425,0.000,126,126,126,1.719,7.719
426,0.000,152,152,152,2.158,8.103
427,0.000,100,100,100,2.541,7.829
428,0.000,100,100,100,3.116,7.527
429,0.000,152,152,152,3.363,7.199
430,0.000,136,136,136,3.692,7.144
431,0.000,173,173,173,4.048,6.733
432,0.000,142,142,142,4.240,5.993
433,0.000,131,131,131,4.952,5.253
434,0.000,163,163,163,5.171,4.952
435,0.000,173,173,173,4.459,4.952
436,0.000,89,89,89,4.952,6.678
437,0.000,0,0,0,5.281,6.870
438,0.000,147,147,147,3.253,4.815
439,0.000,115,115,115,2.979,4.705
440,0.000,59,59,59,1.856,7.582
441,0.000,105,105,105,1.938,7.418
442,0.000,126,126,126,2.103,7.062
443,0.000,147,147,147,2.459,6.925
444,0.000,105,105,105,2.678,6.842
445,0.000,158,158,158,2.705,6.705
446,0.000,147,147,147,2.705,6.568
447,0.000,168,168,168,2.842,6.267
448,0.000,168,168,168,3.144,6.130
449,0.000,158,158,158,19.171,7.363
450,0.000,136,136,136,19.719,6.678
451,0.000,163,163,163,19.555,6.075
452,0.000,142,142,142,19.993,6.295
453,0.000,168,168,168,20.568,11.062
454,0.000,168,168,168,19.829,10.623
455,0.000,190,190,190,17.966,10.541
456,0.000,163,163,163,18.596,13.774
457,0.000,0,0,0,18.322,14.048
