 ,Area,Mean,Min,Max,X,Y
74,0.000,127,127,127,18.103,6.596
75,0.000,140,140,140,18.158,7.226
76,0.000,127,127,127,16.870,7.308
77,0.000,111,111,111,16.678,7.363
78,0.000,154,154,154,16.212,4.870
79,0.000,132,132,132,14.568,2.870
80,0.000,138,138,138,14.979,4.842
81,0.000,90,90,90,15.664,6.349
82,0.000,95,95,95,15.418,6.925
83,0.000,111,111,111,15.171,6.760
84,0.000,116,116,116,14.651,6.733
85,0.000,103,103,103,14.623,6.925
86,0.000,100,100,100,14.514,7.062
87,0.000,138,138,138,14.212,7.336
88,0.000,116,116,116,14.075,7.390
89,0.000,69,69,69,13.692,7.390
90,0.000,98,98,98,12.651,7.637
91,0.000,113,113,113,13.390,5.801
92,0.000,151,151,151,12.075,5.664
93,0.000,127,127,127,11.747,3.527
94,0.000,98,98,98,11.801,6.240
95,0.000,61,61,61,11.966,6.705
96,0.000,92,92,92,10.212,7.144
97,0.000,140,140,140,10.212,7.336
98,0.000,151,151,151,9.390,6.349
99,0.000,130,130,130,8.870,6.103
100,0.000,98,98,98,9.445,5.856
101,0.000,124,124,124,8.404,4.733
102,0.000,105,105,105,7.692,4.979
103,0.000,140,140,140,9.062,4.158
104,0.000,124,124,124,8.842,3.527
105,0.000,127,127,127,8.733,2.870
106,0.000,178,178,178,8.514,2.842
107,0.000,167,167,167,8.322,2.541
108,0.000,92,92,92,7.144,2.377
109,0.000,146,146,146,6.760,2.021
110,0.000,71,71,71,6.568,2.459
111,0.000,140,140,140,6.185,3.336
112,0.000,124,124,124,7.281,4.130
113,0.000,116,116,116,5.610,4.130
114,0.000,178,178,178,4.596,2.596
115,0.000,71,71,71,2.925,3.007
116,0.000,132,132,132,3.966,3.445
117,0.000,132,132,132,1.062,3.884
118,0.000,111,111,111,0.788,6.842
119,0.000,157,157,157,1.363,7.034
120,0.000,167,167,167,2.048,6.788
121,0.000,165,165,165,2.295,6.404
122,0.000,151,151,151,2.486,6.815
123,0.000,105,105,105,4.349,6.240
124,0.000,159,159,159,4.568,6.158
125,0.000,143,143,143,4.486,5.473
126,0.000,127,127,127,4.568,5.034
127,0.000,119,119,119,5.610,5.089
128,0.000,90,90,90,7.171,5.089
129,0.000,74,74,74,6.212,5.555
130,0.000,138,138,138,6.267,5.938
131,0.000,90,90,90,7.555,6.295
132,0.000,132,132,132,3.637,8.349
133,0.000,143,143,143,3.966,8.486
134,0.000,138,138,138,4.377,8.815
135,0.000,132,132,132,3.747,9.610
136,0.000,74,74,74,3.226,10.075
137,0.000,146,146,146,2.267,10.623
138,0.000,151,151,151,1.719,11.116
139,0.000,130,130,130,0.623,11.637
140,0.000,108,108,108,0.185,12.349
141,0.000,135,135,135,0.705,13.034
142,0.000,132,132,132,1.034,13.637
143,0.000,71,71,71,3.363,12.486
144,0.000,98,98,98,2.733,13.938
145,0.000,148,148,148,3.829,13.747
146,0.000,119,119,119,4.486,13.445
147,0.000,108,108,108,5.336,13.308
148,0.000,98,98,98,5.500,13.007
149,0.000,103,103,103,5.966,12.842
150,0.000,69,69,69,6.705,13.418
151,0.000,162,162,162,8.925,12.568
152,0.000,135,135,135,8.541,12.185
153,0.000,124,124,124,9.007,11.062
154,0.000,135,135,135,9.610,10.514
155,0.000,140,140,140,8.952,9.692
156,0.000,119,119,119,7.199,9.116
157,0.000,154,154,154,5.336,9.308
158,0.000,181,181,181,6.925,7.363
159,0.000,159,159,159,8.541,8.021
160,0.000,140,140,140,11.500,7.390
161,0.000,95,95,95,11.034,8.705
162,0.000,121,121,121,12.021,8.432
163,0.000,100,100,100,12.705,8.267
164,0.000,69,69,69,10.295,11.336
165,0.000,143,143,143,9.418,12.514
166,0.000,113,113,113,9.829,12.432
167,0.000,130,130,130,10.349,12.568
168,0.000,151,151,151,10.952,9.856
169,0.000,132,132,132,12.048,10.459
170,0.000,79,79,79,11.226,13.610
171,0.000,111,111,111,11.555,13.445
172,0.000,82,82,82,12.788,12.596
173,0.000,121,121,121,13.856,11.610
174,0.000,130,130,130,13.637,10.322
175,0.000,103,103,103,15.226,9.199
176,0.000,100,100,100,15.555,10.952
177,0.000,140,140,140,16.842,10.596
178,0.000,82,82,82,14.842,13.281
179,0.000,77,77,77,16.842,13.473
180,0.000,84,84,84,18.185,13.664
181,0.000,84,84,84,19.253,12.185
182,0.000,181,181,181,19.801,11.582
183,0.000,82,82,82,19.692,10.048
184,0.000,100,100,100,19.884,9.281
185,0.000,135,135,135,18.870,8.705
186,0.000,113,113,113,18.075,8.733
187,0.000,98,98,98,18.678,8.459
188,0.000,151,151,151,18.240,7.856
189,0.000,74,74,74,18.897,7.801
190,0.000,124,124,124,20.925,10.240
191,0.000,124,124,124,20.212,13.884
192,0.000,151,151,151,20.760,9.363
